"prtage","pesex","ptdtrace","pehspnon","prcitshp","peeduca","work"
44,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
37,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
51,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
34,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
29,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","flexible"
58,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
50,"FEMALE","2 or 3 Races","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
62,"MALE","Hawaiian/Pacific Islander Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","PROFESSIONAL SCHOOL DEG","flexible"
46,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
50,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
21,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
40,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
34,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","flexible"
25,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
45,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","flexible"
34,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
42,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
38,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
46,"FEMALE","White-AI","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","not flexible"
49,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
23,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
42,"FEMALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","not flexible"
30,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","flexible"
61,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
56,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","not flexible"
48,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","9TH GRADE","flexible"
27,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
23,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","flexible"
22,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
62,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
30,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","flexible"
64,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
62,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
38,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
24,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
55,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
19,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
40,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
35,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
41,"MALE","White Only","HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","1ST, 2ND, 3RD OR 4TH GRADE","flexible"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
17,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","flexible"
41,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
41,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
39,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
57,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
30,"MALE","American Indian, Alaskan","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
22,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","flexible"
19,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
33,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
27,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","flexible"
33,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","flexible"
41,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","MASTER'S DEGREE (EX: MA, MS,","flexible"
48,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
55,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
37,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
38,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
76,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
36,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
72,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
16,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","flexible"
52,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","PROFESSIONAL SCHOOL DEG","not flexible"
25,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","flexible"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
53,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","PROFESSIONAL SCHOOL DEG","not flexible"
47,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
56,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
55,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
48,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","MASTER'S DEGREE (EX: MA, MS,","flexible"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
46,"FEMALE","White Only","HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
51,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
57,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
68,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
43,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","ASSOCIATE DEGREE-ACADEMIC","flexible"
39,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
36,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
69,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
27,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
52,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
30,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
24,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","flexible"
28,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
59,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
47,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","not flexible"
59,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
39,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","flexible"
18,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","flexible"
21,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
61,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
53,"MALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
71,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","1ST, 2ND, 3RD OR 4TH GRADE","not flexible"
47,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
30,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","flexible"
44,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","PROFESSIONAL SCHOOL DEG","flexible"
50,"FEMALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","10TH GRADE","not flexible"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
20,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
50,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
23,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
40,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","flexible"
59,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
42,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
26,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","MASTER'S DEGREE (EX: MA, MS,","flexible"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
27,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
61,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
64,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
18,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","flexible"
65,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
20,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
54,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
63,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
21,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
38,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
28,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
44,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
43,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","not flexible"
71,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","not flexible"
29,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
65,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
18,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","flexible"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
27,"FEMALE","White-Asian","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
23,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
53,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","not flexible"
45,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
27,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","flexible"
32,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
51,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
24,"FEMALE","White-Black","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
32,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","PROFESSIONAL SCHOOL DEG","flexible"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
56,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
74,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
43,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
42,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
36,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
44,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","SOME COLLEGE BUT NO DEGREE","flexible"
55,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","DOCTORATE DEGREE","not flexible"
41,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
56,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
22,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","flexible"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
44,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
52,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
46,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","DOCTORATE DEGREE","flexible"
33,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","PROFESSIONAL SCHOOL DEG","flexible"
28,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","BACHELOR'S DEGREE","flexible"
38,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","flexible"
27,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
42,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
34,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","flexible"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
57,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
34,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
52,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","DOCTORATE DEGREE","not flexible"
66,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
67,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","not flexible"
43,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
17,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","flexible"
30,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
28,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
33,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
61,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
28,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","MASTER'S DEGREE (EX: MA, MS,","flexible"
44,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
59,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
33,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
41,"FEMALE","White-Hawaiian","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","flexible"
55,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","not flexible"
51,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
45,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
39,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
40,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
45,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","flexible"
48,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
22,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
32,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
50,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
33,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
44,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","not flexible"
27,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
68,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","DOCTORATE DEGREE","not flexible"
48,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","not flexible"
16,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","flexible"
29,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","not flexible"
38,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","flexible"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","flexible"
36,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, NOT A CITIZEN OF","MASTER'S DEGREE (EX: MA, MS,","flexible"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","flexible"
